Дата и время      	Тип события	Описание
18.07.2020 6:28:20	Аудит	Устройство "164.Общежитие №7" сервера "KBSU-AXXON-5": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:28:20	Аудит	Тревога оценена на устройстве "164.Общежитие №7" сервера "KBSU-AXXON-5" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:28:19	Аудит	Просмотр камеры "164.Общежитие №7" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:28:19	Аудит	Устройство "11.Стоянка КБГУ -  ул.Толстого часть 3" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:28:19	Аудит	Тревога оценена на устройстве "11.Стоянка КБГУ -  ул.Толстого часть 3" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:28:18	Аудит	Просмотр камеры "11.Стоянка КБГУ -  ул.Толстого часть 3" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:28:18	Аудит	Устройство "60.Гл.корпус - Вход" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:28:18	Аудит	Тревога оценена на устройстве "60.Гл.корпус - Вход" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:27:44	Аудит	Просмотр камеры "60.Гл.корпус - Вход" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:27:31	Аудит	Устройство "171.Общежитие №7 - Вход" сервера "KBGU-AXXON-3": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:27:30	Аудит	Тревога оценена на устройстве "171.Общежитие №7 - Вход" сервера "KBGU-AXXON-3" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:27:30	Аудит	Просмотр камеры "171.Общежитие №7 - Вход" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:27:30	Аудит	Устройство "120.Общежитие 5 - Лица" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:27:30	Аудит	Тревога оценена на устройстве "120.Общежитие 5 - Лица" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:27:30	Аудит	Просмотр камеры "120.Общежитие 5 - Лица" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:27:30	Аудит	Устройство "19.Бизнес инкубатор - стоянка" сервера "KBGU-AXXON-3": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:27:29	Аудит	Тревога оценена на устройстве "19.Бизнес инкубатор - стоянка" сервера "KBGU-AXXON-3" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:27:29	Аудит	Просмотр камеры "19.Бизнес инкубатор - стоянка" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:27:29	Аудит	Устройство "61.Гл.корпус - 1 этаж холл часть " сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:27:29	Аудит	Тревога оценена на устройстве "61.Гл.корпус - 1 этаж холл часть " сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:27:29	Аудит	Просмотр камеры "61.Гл.корпус - 1 этаж холл часть " пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:27:28	Аудит	Устройство "139.ФСК - Стадион" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:27:28	Аудит	Тревога оценена на устройстве "139.ФСК - Стадион" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:27:28	Аудит	Просмотр камеры "139.ФСК - Стадион" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:27:27	Аудит	Устройство "159.Приэльбрусье - стоянка" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:27:27	Аудит	Тревога оценена на устройстве "159.Приэльбрусье - стоянка" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:27:27	Аудит	Просмотр камеры "159.Приэльбрусье - стоянка" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:27:26	Аудит	Устройство "129.СГИ - Центральный вход" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:27:26	Аудит	Тревога оценена на устройстве "129.СГИ - Центральный вход" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:27:26	Аудит	Просмотр камеры "129.СГИ - Центральный вход" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
