Дата и время      	Тип события	Описание
18.07.2020 6:33:48	Аудит      	Тревога оценена на устройстве "60.Гл.корпус - Вход" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:33:47	Аудит      	Просмотр камеры "60.Гл.корпус - Вход" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:33:47	Аудит      	Устройство "61.Гл.корпус - 1 этаж холл часть " сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:33:47	Аудит      	Тревога оценена на устройстве "61.Гл.корпус - 1 этаж холл часть " сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:33:06	Аудит      	Просмотр камеры "61.Гл.корпус - 1 этаж холл часть " пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:57	Аудит      	Устройство "129.СГИ - Центральный вход" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:57	Аудит      	Тревога оценена на устройстве "129.СГИ - Центральный вход" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:56	Аудит      	Просмотр камеры "129.СГИ - Центральный вход" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:56	Аудит      	Устройство "62.Гл.корпус - 1 этаж холл часть 3" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:56	Аудит      	Тревога оценена на устройстве "62.Гл.корпус - 1 этаж холл часть 3" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:56	Аудит      	Просмотр камеры "62.Гл.корпус - 1 этаж холл часть 3" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:56	Аудит      	Устройство "194.Информационный центр КБГУ - кабинет 310" сервера "KBGU-AXXON-4": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:55	Аудит      	Тревога оценена на устройстве "194.Информационный центр КБГУ - кабинет 310" сервера "KBGU-AXXON-4" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:55	Аудит      	Просмотр камеры "194.Информационный центр КБГУ - кабинет 310" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:55	Аудит      	Устройство "170.МедФак. Ул.И.Арманд - Двор" сервера "KBGU-AXXON-3": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:54	Аудит      	Тревога оценена на устройстве "170.МедФак. Ул.И.Арманд - Двор" сервера "KBGU-AXXON-3" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:46	Аудит      	Просмотр камеры "170.МедФак. Ул.И.Арманд - Двор" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:36	Аудит      	Устройство "23.МедКолледж новый - Двор" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:36	Аудит      	Тревога оценена на устройстве "23.МедКолледж новый - Двор" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:35	Аудит      	Просмотр камеры "23.МедКолледж новый - Двор" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:35	Аудит      	Устройство "194.Камера" сервера "KBSU-AXXON-5": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:35	Аудит      	Тревога оценена на устройстве "194.Камера" сервера "KBSU-AXXON-5" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:32	Аудит      	Просмотр камеры "194.Камера" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:24	Аудит      	Устройство "109.МедКолледж новый - корпус №3" сервера "KBSU-AXXON-5": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:24	Аудит      	Тревога оценена на устройстве "109.МедКолледж новый - корпус №3" сервера "KBSU-AXXON-5" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:24	Аудит      	Просмотр камеры "109.МедКолледж новый - корпус №3" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:24	Аудит      	Устройство "190.Столб эконом - юрфак - камера 4" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:24	Аудит      	Тревога оценена на устройстве "190.Столб эконом - юрфак - камера 4" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:21	Аудит      	Просмотр камеры "190.Столб эконом - юрфак - камера 4" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:19	Аудит	Устройство "120.Общежитие 5 - Лица" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:19	Аудит	Тревога оценена на устройстве "120.Общежитие 5 - Лица" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:19	Аудит	Просмотр камеры "120.Общежитие 5 - Лица" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:19	Аудит	Устройство "134.Общ.№10 - Задний двор (шлагбаум)" сервера "KBGU-AXXON-3": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:18	Аудит	Тревога оценена на устройстве "134.Общ.№10 - Задний двор (шлагбаум)" сервера "KBGU-AXXON-3" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:18	Аудит	Просмотр камеры "134.Общ.№10 - Задний двор (шлагбаум)" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:18	Аудит	Устройство "131.Общ.№ 10 - СКУД" сервера "KBSU-AXXON-5": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:18	Аудит	Тревога оценена на устройстве "131.Общ.№ 10 - СКУД" сервера "KBSU-AXXON-5" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:18	Аудит	Просмотр камеры "131.Общ.№ 10 - СКУД" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:18	Аудит	Устройство "171.Общежитие №7 - Вход" сервера "KBGU-AXXON-3": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:17	Аудит	Тревога оценена на устройстве "171.Общежитие №7 - Вход" сервера "KBGU-AXXON-3" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:17	Аудит	Просмотр камеры "171.Общежитие №7 - Вход" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:16	Аудит	Просмотр камеры "120.Общежитие 5 - Лица" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:16	Аудит	Устройство "24.МедКолледж новый - Двор сторона общежитии" сервера "KBGU-AXXON-1": Тревога классифицирована как подтвержденная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:16	Аудит	Тревога оценена на устройстве "24.МедКолледж новый - Двор сторона общежитии" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:16	Аудит	Просмотр камеры "24.МедКолледж новый - Двор сторона общежитии" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:14	Аудит	Устройство "28.Общежитие №7 - задний двор 2" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:14	Аудит	Тревога оценена на устройстве "28.Общежитие №7 - задний двор 2" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:14	Аудит	Просмотр камеры "28.Общежитие №7 - задний двор 2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:13	Аудит	Устройство "27.Общежитие №7 - задний двор 1" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:13	Аудит	Тревога оценена на устройстве "27.Общежитие №7 - задний двор 1" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:13	Аудит	Просмотр камеры "27.Общежитие №7 - задний двор 1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:12	Аудит	Устройство "44.Физмат - аллея ул. Чернышевского" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:32:12	Аудит	Тревога оценена на устройстве "44.Физмат - аллея ул. Чернышевского" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:31:50	Аудит	Просмотр камеры "44.Физмат - аллея ул. Чернышевского" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:31:45	Аудит	Устройство "68.МедФак ул. Горького 5 - аллея" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:31:45	Аудит	Тревога оценена на устройстве "68.МедФак ул. Горького 5 - аллея" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:31:44	Аудит	Просмотр камеры "68.МедФак ул. Горького 5 - аллея" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:31:44	Аудит	Устройство "99.Общ.№6 дача Сталина" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:31:44	Аудит	Тревога оценена на устройстве "99.Общ.№6 дача Сталина" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:31:44	Аудит	Просмотр камеры "99.Общ.№6 дача Сталина" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:31:44	Аудит	Устройство "187.Столб эконом - юрфак - камера 1" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:31:44	Аудит	Тревога оценена на устройстве "187.Столб эконом - юрфак - камера 1" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:31:43	Аудит	Просмотр камеры "187.Столб эконом - юрфак - камера 1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:31:43	Аудит	Устройство "188.Столб эконом - юрфак - камера 2" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:31:43	Аудит	Тревога оценена на устройстве "188.Столб эконом - юрфак - камера 2" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:31:43	Аудит	Просмотр камеры "188.Столб эконом - юрфак - камера 2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:31:43	Аудит	Устройство "41.Эконом-Юрфа - Двор" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:31:42	Аудит	Тревога оценена на устройстве "41.Эконом-Юрфа - Двор" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:31:42	Аудит	Просмотр камеры "41.Эконом-Юрфа - Двор" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:31:42	Аудит	Устройство "132.Общ. №10-Центральный вход" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:31:41	Аудит	Тревога оценена на устройстве "132.Общ. №10-Центральный вход" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:31:41	Аудит	Просмотр камеры "132.Общ. №10-Центральный вход" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:31:40	Аудит	Устройство "148.Модуль" сервера "KBSU-AXXON-5": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:31:40	Аудит	Тревога оценена на устройстве "148.Модуль" сервера "KBSU-AXXON-5" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:31:40	Аудит	Просмотр камеры "148.Модуль" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:31:39	Аудит	Устройство "189.Столб эконом - юрфак - камера 3" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:31:39	Аудит	Тревога оценена на устройстве "189.Столб эконом - юрфак - камера 3" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:31:39	Аудит	Просмотр камеры "189.Столб эконом - юрфак - камера 3" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:31:38	Аудит	Устройство "59.Гл.корпус -1 этаж холл часть 2" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:31:38	Аудит	Тревога оценена на устройстве "59.Гл.корпус -1 этаж холл часть 2" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:31:38	Аудит	Просмотр камеры "59.Гл.корпус -1 этаж холл часть 2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:31:36	Аудит	Устройство "157.Приэльбрусье - Центральный вход" сервера "KBSU-AXXON-5": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:31:36	Аудит	Тревога оценена на устройстве "157.Приэльбрусье - Центральный вход" сервера "KBSU-AXXON-5" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:31:35	Аудит	Просмотр камеры "157.Приэльбрусье - Центральный вход" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:31:35	Аудит	Устройство "126.Мед. Колл. -1 этаж  холл" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:31:35	Аудит	Тревога оценена на устройстве "126.Мед. Колл. -1 этаж  холл" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:30:47	Аудит	Просмотр камеры "126.Мед. Колл. -1 этаж  холл" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:30:28	Аудит	Устройство "62.Гл.корпус - 1 этаж холл часть 3" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:30:28	Аудит	Тревога оценена на устройстве "62.Гл.корпус - 1 этаж холл часть 3" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:30:28	Аудит	Просмотр камеры "62.Гл.корпус - 1 этаж холл часть 3" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:30:28	Аудит	Устройство "129.СГИ - Центральный вход" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:30:28	Аудит	Тревога оценена на устройстве "129.СГИ - Центральный вход" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:30:05	Аудит	Просмотр камеры "129.СГИ - Центральный вход" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:30:02	Аудит	Устройство "171.Общежитие №7 - Вход" сервера "KBGU-AXXON-3": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:30:01	Аудит	Тревога оценена на устройстве "171.Общежитие №7 - Вход" сервера "KBGU-AXXON-3" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:30:01	Аудит	Просмотр камеры "171.Общежитие №7 - Вход" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:30:01	Аудит	Устройство "143.КИТиЭ -Стоянка" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:57	Аудит	Просмотр архива "Архив AliceBlue" камеры "143.КИТиЭ -Стоянка" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:57	Аудит	Тревога оценена на устройстве "143.КИТиЭ -Стоянка" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:57	Аудит	Просмотр камеры "143.КИТиЭ -Стоянка" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:57	Аудит	Устройство "139.ФСК - Стадион" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:55	Аудит	Тревога оценена на устройстве "139.ФСК - Стадион" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:55	Аудит	Просмотр камеры "139.ФСК - Стадион" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:55	Аудит	Устройство "163.Общежитие №3- задний двор" сервера "KBSU-AXXON-5": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:54	Аудит	Тревога оценена на устройстве "163.Общежитие №3- задний двор" сервера "KBSU-AXXON-5" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:54	Аудит	Просмотр камеры "163.Общежитие №3- задний двор" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:54	Аудит	Устройство "112.Медфак ул.И Арманд Лица" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:54	Аудит	Тревога оценена на устройстве "112.Медфак ул.И Арманд Лица" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:54	Аудит	Просмотр камеры "112.Медфак ул.И Арманд Лица" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:53	Аудит	Просмотр камеры "139.ФСК - Стадион" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:53	Аудит	Устройство "131.Общ.№ 10 - СКУД" сервера "KBSU-AXXON-5": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:53	Аудит	Тревога оценена на устройстве "131.Общ.№ 10 - СКУД" сервера "KBSU-AXXON-5" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:53	Аудит	Просмотр камеры "131.Общ.№ 10 - СКУД" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:52	Аудит	Устройство "190.Столб эконом - юрфак - камера 4" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:51	Аудит	Тревога оценена на устройстве "190.Столб эконом - юрфак - камера 4" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:51	Аудит	Просмотр камеры "190.Столб эконом - юрфак - камера 4" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:50	Аудит	Устройство "21.МедКолледж новый - Холл" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:50	Аудит	Тревога оценена на устройстве "21.МедКолледж новый - Холл" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:50	Аудит	Просмотр камеры "21.МедКолледж новый - Холл" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:49	Аудит	Устройство "27.Общежитие №7 - задний двор 1" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:49	Аудит	Тревога оценена на устройстве "27.Общежитие №7 - задний двор 1" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:49	Аудит	Просмотр камеры "27.Общежитие №7 - задний двор 1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:48	Аудит	Устройство "109.МедКолледж новый - корпус №3" сервера "KBSU-AXXON-5": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:48	Аудит	Тревога оценена на устройстве "109.МедКолледж новый - корпус №3" сервера "KBSU-AXXON-5" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:48	Аудит	Просмотр камеры "109.МедКолледж новый - корпус №3" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:47	Аудит	Просмотр камеры "21.МедКолледж новый - Холл" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:46	Аудит	Устройство "28.Общежитие №7 - задний двор 2" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:46	Аудит	Тревога оценена на устройстве "28.Общежитие №7 - задний двор 2" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:46	Аудит	Просмотр камеры "28.Общежитие №7 - задний двор 2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:46	Аудит	Устройство "120.Общежитие 5 - Лица" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:46	Аудит	Тревога оценена на устройстве "120.Общежитие 5 - Лица" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:45	Аудит	Просмотр камеры "120.Общежитие 5 - Лица" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:45	Аудит	Устройство "44.Физмат - аллея ул. Чернышевского" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:45	Аудит	Тревога оценена на устройстве "44.Физмат - аллея ул. Чернышевского" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:29:05	Аудит	Просмотр камеры "44.Физмат - аллея ул. Чернышевского" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:28:44	Аудит	Устройство "167.МедФак. Ул.И.Арманд - боковая сторона" сервера "KBGU-AXXON-3": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:28:44	Аудит	Тревога оценена на устройстве "167.МедФак. Ул.И.Арманд - боковая сторона" сервера "KBGU-AXXON-3" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:28:44	Аудит	Просмотр камеры "167.МедФак. Ул.И.Арманд - боковая сторона" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:28:44	Аудит	Устройство "59.Гл.корпус -1 этаж холл часть 2" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:28:44	Аудит	Тревога оценена на устройстве "59.Гл.корпус -1 этаж холл часть 2" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:28:40	Аудит	Просмотр камеры "59.Гл.корпус -1 этаж холл часть 2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:28:40	Аудит	Устройство "148.Модуль" сервера "KBSU-AXXON-5": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:28:39	Аудит	Тревога оценена на устройстве "148.Модуль" сервера "KBSU-AXXON-5" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:28:25	Аудит	Просмотр камеры "148.Модуль" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:28:21	Аудит	Устройство "99.Общ.№6 дача Сталина" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:28:21	Аудит	Тревога оценена на устройстве "99.Общ.№6 дача Сталина" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:28:20	Аудит	Просмотр камеры "99.Общ.№6 дача Сталина" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:28:20	Аудит	Устройство "132.Общ. №10-Центральный вход" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:28:20	Аудит	Тревога оценена на устройстве "132.Общ. №10-Центральный вход" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:28:20	Аудит	Просмотр камеры "132.Общ. №10-Центральный вход" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
